10 	0.10281157493591309
20 	0.10282540321350098
30 	0.10283851623535156
40 	0.10285139083862305
50 	0.10286378860473633
60 	0.10288596153259277
70 	0.10289812088012695
80 	0.10291099548339844
90 	0.10292387008666992
100 	0.1029365062713623
200 	0.10306763648986816
300 	0.10320830345153809
400 	0.10333919525146484
500 	0.1034698486328125
600 	0.10360145568847656
700 	0.10373306274414062
800 	0.10386419296264648
900 	0.10399460792541504
1000 	0.1041262149810791
2000 	0.10546445846557617
3000 	0.16532421112060547
4000 	0.16664600372314453
5000 	0.23764705657958984
6000 	0.23902297019958496
7000 	0.297152042388916
8000 	0.29847288131713867
9000 	0.35385727882385254
10000 	0.35518741607666016
11000 	0.4124288558959961
12000 	0.4137563705444336
13000 	0.4799525737762451
14000 	0.4812953472137451
15000 	0.5412724018096924
17500 	0.6035985946655273
20000 	0.6542906761169434
22500 	0.7751622200012207
25000 	0.830371618270874
30000 	0.9524891376495361
35000 	1.1143388748168945
40000 	1.239962100982666
45000 	1.4192512035369873
50000 	1.5561649799346924
60000 	1.8618664741516113
70000 	2.180049419403076
80000 	2.488485813140869
90000 	2.802126884460449
100000 	3.1104681491851807
110000 	3.432522773742676
120000 	3.7357258796691895
130000 	4.063647508621216
140000 	4.360295057296753
150000 	4.651939153671265
160000 	4.938175439834595
170000 	5.240927457809448
180000 	5.569545269012451
190000 	5.8665080070495605
200000 	6.278267860412598
300000 	14.187987804412842
400000 	21.145299911499023
500000 	26.473551273345947
600000 	31.568577527999878
700000 	34.7397358417511
800000 	37.92456603050232
900000 	40.99262285232544
1000000 	44.1591010093689
1100000 	47.341383934020996
1200000 	50.44120812416077
1300000 	53.773377656936646
1400000 	56.874661922454834
1500000 	60.07053351402283
1600000 	63.18604588508606
1700000 	67.46602249145508
1800000 	72.02786922454834
1900000 	77.52913093566895
2000000 	80.63659882545471
3000000 	117.86348700523376
4000000 	152.85832500457764
5000000 	195.11277294158936
6000000 	239.31799983978271
7000000 	283.851037979126
8000000 	325.9607849121094
9000000 	362.8073101043701
10000000 	0
